	gene	chromosome	position_left	position_right	Direction	Variance	Median
5293	Zm00001d025509	10	120876060	120876869	-	66358.27039418966	471.3885
5294	Zm00001d025230	10	110222625	110223440	+	1.5034762852811576	0.0
5303	Zm00001d023316	10	2854292	2860135	+	7.1757068687799475	3.7393150000000004
5341	Zm00001d025591	10	123375774	123377519	+	0.48687924285121814	0.34029550000000003
5358	Zm00001d024913	10	94657223	94657835	+	523.4732028401008	16.6344
5383	Zm00001d025901	10	133326340	133328048	-	704.4681911174912	20.23045
5404	Zm00001d026429	10	145713939	145718508	+	22.402680759862246	16.53165
5445	Zm00001d025170	10	107470950	107474926	+	84.71022179041366	41.2722
5497	Zm00001d025187	10	108430944	108432034	+	0.0	0.0
5501	Zm00001d025615	10	123993114	123994083	-	0.00027159152608259216	0.0
5515	Zm00001d023492	10	7294592	7311266	-	0.5485206843721657	0.1701415
5517	Zm00001d026303	10	143231315	143239636	-	6.802815151992203	2.171835
5524	Zm00001d025459	10	119203622	119205879	-	0.0040133344270255325	0.0
5536	Zm00001d025633	10	124645928	124662204	-	0.0012652458027569574	0.0
5543	Zm00001d024421	10	70312678	70316041	-	3.1881986253473373	4.68174
5549	Zm00001d024803	10	88741518	88753055	+	1.3396878810827937	1.8155700000000001
5557	Zm00001d025982	10	135288739	135290102	+	13.032922188333053	6.3248750000000005
5580	Zm00001d024234	10	58548374	58557438	-	0.14176482450661798	0.0
5592	Zm00001d025668	10	125572843	125579987	-	1.0700098510781686	2.975275
5595	Zm00001d024243	10	59240905	59242285	+	0.08380248995762168	0.3918245
5616	Zm00001d026572	10	148200914	148202755	-	1.2864825437379401	1.194045
5619	Zm00001d024878	10	91887069	91894300	-	10.363020735763588	8.57922
5622	Zm00001d026678	10	149762508	149763738	-	83.47504752270895	13.91155
5646	Zm00001d023582	10	10762552	10767953	+	20.694910725965563	11.70905
5677	Zm00001d026181	10	140490679	140491162	+	0.0	0.0
5680	Zm00001d025675	10	125999212	126000706	-	4.99704724936053	10.49805
5702	Zm00001d023571	10	10559154	10563126	-	2.0287492818251516	0.9516614999999999
5715	Zm00001d026404	10	145313976	145314876	-	4.138669228425153	0.27999199999999996
5747	Zm00001d026556	10	148051417	148057446	-	6.196990018559899	6.8657699999999995
5769	Zm00001d024059	10	40715439	40719177	-	4.804068377343413	5.88832
5779	Zm00001d025053	10	101807623	101808929	+	0.00016636850919556128	0.0
5788	Zm00001d026394	10	145133661	145136374	+	1.8369552127963793	6.171945
5793	Zm00001d026567	10	148175925	148178873	+	3.7602182675256413	0.03484295
5797	Zm00001d024559	10	78218633	78219725	+	0.0	0.0
5822	Zm00001d025841	10	131431929	131432835	-	0.11286311774559714	0.0
5844	Zm00001d025869	10	132099364	132104510	+	20.515136135613318	7.28167
5859	Zm00001d025066	10	102404980	102405982	-	0.17011436689027734	0.0
5871	Zm00001d023759	10	19056768	19063074	+	177.94836866665008	0.2990255
5888	Zm00001d026657	10	149524993	149525893	+	53.19636293188031	2.4213950000000004
5904	Zm00001d025863	10	131891539	131892317	+	6.324780821741388	1.91195
5916	Zm00001d026068	10	137510087	137512421	+	233.98826544985414	39.6169
5935	Zm00001d024401	10	68993804	68994473	-	0.0	0.0
5949	Zm00001d026126	10	139063428	139066366	+	1.5969928418997354	1.37446
5956	Zm00001d023452	10	6046169	6050178	-	29.434168872550522	14.7949
5960	Zm00001d026186	10	140542120	140544170	-	0.03302739796988336	0.0
5964	Zm00001d024376	10	67963921	67964857	+	131.19563502129202	7.19205
5972	Zm00001d025114	10	104939582	104941668	-	0.0006511691573505991	0.0
5980	Zm00001d024926	10	95315409	95315850	-	653.1890023263785	53.505399999999995
5985	Zm00001d024409	10	69419167	69422702	+	29.513634647246207	15.9573
6025	Zm00001d025725	10	127600572	127605016	-	0.11970595877337264	0.0
6029	Zm00001d025457	10	119086482	119091651	-	2.905470912515622	0.0
6049	Zm00001d024156	10	50512467	50515707	+	0.5189083916355592	0.0
6081	Zm00001d026665	10	149623242	149624040	-	48.23104473922238	5.498175
6103	Zm00001d026554	10	148042044	148043345	+	22.42099027430049	6.02295
6105	Zm00001d025803	10	130080150	130085418	+	2.192279714186701	1.89723
6114	Zm00001d024661	10	82540024	82546173	-	28.352043302008855	20.3689
6121	Zm00001d024992	10	98189228	98189751	+	0.0	0.0
6126	Zm00001d023857	10	25235893	25236857	-	31.918467941516703	6.467454999999999
6129	Zm00001d025018	10	99917606	99918841	+	51.572646963875464	9.97654
6141	Zm00001d024036	10	38795359	38821643	+	6.153185390284467	6.410235
6151	Zm00001d025334	10	114482545	114484071	+	0.00018529474365286625	0.0
6165	Zm00001d023425	10	5235582	5238288	+	3.570540650903055	8.745910000000002
6201	Zm00001d023610	10	11914771	11916568	+	0.0	0.0
6209	Zm00001d023551	10	9846329	9846653	+	0.0045291150943678644	0.0
6322	Zm00001d025081	10	102855785	102857533	-	4.085596698530251	0.26331499999999997
6346	Zm00001d024869	10	91495316	91496717	+	0.0006792696839325777	0.0
6390	Zm00001d026669	10	149696141	149699827	+	40.79730406645534	24.7284
6391	Zm00001d025616	10	124037256	124039095	+	7076.23747590652	313.993
6403	Zm00001d026368	10	144424158	144426437	-	141.05199321872908	18.6369
6417	Zm00001d026485	10	146872938	146890622	+	3.3528467795957675	4.4751449999999995
6438	Zm00001d024196	10	55000057	55001225	-	0.00012275414155862608	0.0
6441	Zm00001d025679	10	126089660	126095930	+	1.176186164356333	3.9284799999999995
6454	Zm00001d024695	10	83939607	83941521	+	0.009660854481768118	0.0344367
6466	Zm00001d025726	10	127609717	127611616	+	45.559480775607724	14.181999999999999
6470	Zm00001d025881	10	132777867	132780630	-	0.032256304081864154	0.06697175
6493	Zm00001d024775	10	87329842	87332227	+	0.00678417460037034	0.0
6508	Zm00001d023562	10	10266211	10266655	-	0.71035610406608	0.297538
6526	Zm00001d024060	10	40747707	40752335	-	0.0062672911353095365	0.0
6537	Zm00001d023602	10	11517159	11517459	-	0.0006259982755509532	0.0
6546	Zm00001d026279	10	142741525	142742104	+	0.10657241764532999	0.0
6562	Zm00001d023671	10	14657915	14658990	-	28.15449195903117	11.85125
6564	Zm00001d026043	10	136818061	136827037	-	2.7461142482488017e-05	0.0
6570	Zm00001d025786	10	129532762	129536073	+	1.3314888703615368	5.449705
6586	Zm00001d025417	10	117967332	117970137	+	0.009805000043481926	0.0
6591	Zm00001d026253	10	142057741	142080822	-	1.4871200874755746	1.923695
6597	Zm00001d024595	10	79813505	79821012	+	5.446122288664319	1.6452
6600	Zm00001d024314	10	63672419	63675196	-	8072.334133966113	145.9645
6608	Zm00001d024672	10	83125172	83126249	+	19.307984559731445	6.3672450000000005
6610	Zm00001d026078	10	137917307	137920458	-	5.491438289551118	2.471005
6616	Zm00001d025364	10	115741563	115743313	+	0.01637292297224982	0.0
6623	Zm00001d024410	10	69483648	69484945	+	0.0697075364691784	0.0
6640	Zm00001d025078	10	102816872	102818798	+	3.347695370545653e-05	0.0
6673	Zm00001d023906	10	27456858	27465326	-	0.2573062140256258	0.774535
6683	Zm00001d023747	10	18441748	18442696	+	0.00011790064562211719	0.0
6688	Zm00001d025101	10	104027819	104028148	-	0.0	0.0
6710	Zm00001d023476	10	6861396	6862972	-	0.0	0.0
6713	Zm00001d025752	10	128391682	128395889	-	54.60617743896534	7.10885
6724	Zm00001d025931	10	134023689	134029024	-	4.811751223718396	0.2858495
6729	Zm00001d024497	10	74153902	74159100	-	22.325512345928697	8.73006
6765	Zm00001d025371	10	115921552	115922847	-	18.206940429694388	4.4975249999999996
6773	Zm00001d026095	10	138306612	138307260	-	79.3459775610213	10.8919
6794	Zm00001d024965	10	97101649	97106765	-	32.36591566844599	16.6558
6815	Zm00001d026118	10	138832709	138862665	-	0.6871307090968711	0.5979515
6822	Zm00001d023442	10	5645274	5646343	+	0.0003029919930643747	0.0
6830	Zm00001d023488	10	7212806	7213604	-	0.0	0.0
6853	Zm00001d025514	10	120969084	120970263	-	9.762734823434474	6.12116
6866	Zm00001d026194	10	140686239	140689007	-	67.81252472674565	9.576545
6871	Zm00001d023717	10	16709997	16713446	-	0.000111662400783925	0.0
6872	Zm00001d024970	10	97513104	97516506	-	5.9490937712095535e-05	0.0
6878	Zm00001d024763	10	87102319	87104398	+	15902.151192158955	109.3445
6898	Zm00001d026106	10	138569153	138572986	-	0.02903800412896747	0.17069800000000002
6902	Zm00001d026387	10	144881977	144892402	+	1.8579153099733134	0.194993
6925	Zm00001d025095	10	103743981	103744598	+	0.01919672038230121	0.0
6929	Zm00001d024203	10	55739986	55744458	+	2.1538835399415954	5.9841999999999995
6930	Zm00001d024346	10	65900813	65901513	-	0.03475861457951922	0.0
6950	Zm00001d024954	10	96732966	96733493	+	0.0	0.0
6951	Zm00001d023300	10	2361651	2365420	+	5.042888380827972	3.6327800000000003
6960	Zm00001d026154	10	139926047	139927942	-	57.3628886130302	9.52947
6966	Zm00001d025955	10	134652241	134657270	-	0.08832766406941418	0.036673800000000006
6993	Zm00001d025621	10	124245087	124245621	-	0.02182404150115673	0.0
7001	Zm00001d024938	10	95848552	95864224	+	86.51256814431761	27.28115
7035	Zm00001d025282	10	112524702	112525362	+	0.012686983860442265	0.0
7041	Zm00001d025149	10	106629009	106638259	-	0.10562634902740119	0.845675
7055	Zm00001d025447	10	118860183	118860726	+	0.013918024779413717	0.0
7082	Zm00001d025692	10	126420988	126425176	+	5.21400373237746	18.405250000000002
7083	Zm00001d025877	10	132437729	132438584	-	0.00970427889019289	0.0
7092	Zm00001d023248	10	1456928	1458449	+	0.13372531849374814	0.179882
7124	Zm00001d023867	10	25582978	25590172	+	9.633577671955514	7.742084999999999
7172	Zm00001d026698	10	150307586	150319013	-	2.4859223750199804	4.3351
7174	Zm00001d023752	10	18672800	18673941	-	2.886862657956034e-05	0.0
7195	Zm00001d026307	10	143304024	143307489	-	5.036497358219748	5.799325
7211	Zm00001d024588	10	79474688	79478403	-	65.36674721551358	24.6215
7222	Zm00001d023765	10	19359189	19359808	-	1.9142169945859672e-05	0.0
7246	Zm00001d023215	10	598097	599504	+	7332.288098693569	45.23095
7250	Zm00001d026290	10	142970715	142981629	+	27.39135405781306	7.560105
7251	Zm00001d025817	10	130522454	130537454	-	18.517271540518763	11.59325
7273	Zm00001d026245	10	141743928	141746414	-	0.8894101402550607	2.144415
7282	Zm00001d026585	10	148388155	148395355	-	17.70831775672536	10.88735
7288	Zm00001d023978	10	33717910	33721015	+	6.386853248822295	13.050550000000001
7306	Zm00001d025797	10	129855496	129872386	+	0.02891848298668887	0.0
7311	Zm00001d024338	10	65518389	65530091	+	13.87438318736283	14.88065
7345	Zm00001d023495	10	7347501	7354331	+	0.9614043750167579	0.2207325
7366	Zm00001d024489	10	73938264	73944249	+	1.1764676289726896	0.550563
7391	Zm00001d023660	10	13985090	13986398	-	0.00010222585544902691	0.0
7416	Zm00001d026358	10	144194270	144197480	-	0.6454045690163552	2.544975
7431	Zm00001d024858	10	90998276	91013374	+	3.192026202739657	5.855784999999999
7491	Zm00001d023964	10	32323176	32326990	-	0.16188584262437813	0.0
7527	Zm00001d024055	10	40303198	40306886	+	0.903557734655197	0.0848731
7534	Zm00001d024821	10	89613644	89616637	+	17.775126628773815	7.9941949999999995
7541	Zm00001d025735	10	127934024	127936164	+	6.776517124889199	2.1435199999999996
7554	Zm00001d026606	10	148901808	148903746	+	33.433744476144	0.502521
7558	Zm00001d025607	10	123736146	123737630	+	0.13102221919867613	0.13216499999999998
7605	Zm00001d023539	10	9373446	9375293	+	10.022049412931887	4.90284
7651	Zm00001d026510	10	147364598	147365225	-	21.99524061460603	2.1841150000000003
7656	Zm00001d024437	10	70795419	70796331	-	1.5572382442553214	0.44650300000000004
7707	Zm00001d024558	10	78187146	78188241	+	0.0	0.0
7746	Zm00001d023331	10	3594887	3597482	+	1.8982792366531909	1.48692
7754	Zm00001d024083	10	42507736	42511403	-	12.974711045193684	0.15930149999999998
7756	Zm00001d026500	10	147239493	147240389	+	23.760427972578096	6.139715000000001
7789	Zm00001d024979	10	97762068	97771416	-	0.04108052810153061	0.1149855
7817	Zm00001d026426	10	145633927	145641425	-	25.445866043122045	18.3192
7819	Zm00001d026664	10	149609176	149610110	-	2038.9360770884214	60.63865
7849	Zm00001d026376	10	144632945	144635563	+	3.401702173383775	1.163415
7858	Zm00001d025309	10	113729672	113730620	+	0.0	0.0
7870	Zm00001d023979	10	33922136	33926709	-	4.348355975817691	3.67192
7897	Zm00001d023258	10	1497522	1503954	-	66.38142965427708	17.053449999999998
7947	Zm00001d023804	10	22391443	22391719	-	148.04137590226478	13.1221
7951	Zm00001d026348	10	143979494	143982889	-	6.557130438640503	4.67473
7952	Zm00001d024665	10	82671601	82673149	-	2.88354404173128	0.26049999999999995
7969	Zm00001d025575	10	122821713	122833327	-	3.963028004447841	2.07795
7972	Zm00001d026150	10	139811493	139812959	-	0.0670023943196772	0.0
7987	Zm00001d023341	10	3800819	3801443	-	19.664907364779694	2.712605
8027	Zm00001d023291	10	2233455	2236785	+	4.144625199309477	6.698130000000001
8041	Zm00001d026249	10	141894813	141903608	-	0.0346535902287056	0.0
8044	Zm00001d023719	10	16738051	16738510	+	0.01672742253208468	0.0
8045	Zm00001d024744	10	85872248	85877606	-	16.51874591255955	1.605975
8061	Zm00001d023501	10	7467250	7471987	+	0.047423183238025766	0.0
8076	Zm00001d025435	10	118619415	118620958	+	20.26045027726194	11.3174
8088	Zm00001d024484	10	73675240	73678346	+	0.0014286974522285758	0.0
8101	Zm00001d026469	10	146515759	146519994	+	2.466971269713446	2.9193049999999996
8109	Zm00001d024507	10	74832692	74836584	-	29.377106180119878	22.12755
8117	Zm00001d024373	10	67656527	67659072	+	47.83089257966239	23.85275
8149	Zm00001d025760	10	128641746	128642490	-	1.9742959528661945e-05	0.0
8171	Zm00001d023283	10	2061740	2063567	-	3.396125289043204	7.684525
8184	Zm00001d024741	10	85797179	85797602	-	0.0	0.0
8201	Zm00001d024143	10	49101828	49103014	+	0.8632472445242501	0.0
8207	Zm00001d025388	10	116641631	116644025	+	0.005848900553228404	0.0
8213	Zm00001d024183	10	53543877	53544393	+	0.010379370321687512	0.0
8221	Zm00001d023399	10	4727486	4728857	-	5.683563978872291	1.6834600000000002
8231	Zm00001d026451	10	146093786	146096629	+	4.724272282311089	7.45324
8243	Zm00001d026149	10	139808908	139809793	-	0.30913868350670864	0.265848
8248	Zm00001d026063	10	137333891	137337401	-	1.3633955914177562	3.4259150000000003
8262	Zm00001d024213	10	56996604	56997874	-	9.660483531317933	6.960240000000001
8268	Zm00001d025274	10	112165802	112168114	+	2.880250560269332	7.220260000000001
8274	Zm00001d024414	10	69770850	69771330	-	12.924138953287033	0.0
8295	Zm00001d026302	10	143209575	143212715	-	4.164484012769352	6.536
8306	Zm00001d024159	10	51231077	51241553	-	1.0791698574508124	3.2967649999999997
8311	Zm00001d024957	10	96816145	96816678	+	0.0	0.0
8321	Zm00001d026317	10	143490315	143494748	+	26.475454114419808	1.709695
8345	Zm00001d024237	10	58676784	58678869	+	0.2595715544465579	0.0
8374	Zm00001d025011	10	99635842	99638554	-	214.17039728597382	31.4554
8378	Zm00001d023592	10	11123675	11125741	+	56.36083768069427	9.553275
8379	Zm00001d023542	10	9508218	9510847	-	721.9161860133933	45.400800000000004
8388	Zm00001d025987	10	135333497	135339110	-	1.0014821338684645	0.0
8389	Zm00001d024934	10	95624161	95627278	-	1.9493291538163176	3.039315
8399	Zm00001d023953	10	31457130	31460881	+	14.212649680380789	7.872705
8400	Zm00001d025020	10	99992756	99998509	-	418.1459553041856	51.62575
8405	Zm00001d024960	10	96937749	96938641	+	4778.307741902695	10.81005
8414	Zm00001d025454	10	119068561	119070419	-	0.0012753234206137128	0.0
8415	Zm00001d024310	10	63447120	63453995	+	0.27146800070204713	2.054335
8457	Zm00001d024305	10	63044231	63050120	+	4.72566737991696	4.476745
8460	Zm00001d023420	10	5099283	5100559	-	0.7812412956695601	0.8021535
8477	Zm00001d023410	10	5018176	5021314	-	0.5151437200350932	0.3081365
8490	Zm00001d025047	10	101525952	101527964	-	62.490604973947214	17.060299999999998
8512	Zm00001d026178	10	140378692	140379967	+	0.09265680724780566	0.0
8515	Zm00001d025963	10	134955201	134961784	+	8.420309646259176	7.788305
8521	Zm00001d024784	10	87973476	87976336	-	28.754947008035455	13.181000000000001
8523	Zm00001d026471	10	146531879	146533322	-	3.470768615233832	1.22902
8544	Zm00001d026259	10	142269136	142269586	-	17.98536705636419	6.969715000000001
8565	Zm00001d026683	10	149852401	149853787	-	2.3155224455718644	0.302729
8567	Zm00001d023788	10	20294621	20305450	-	0.5420924246857658	2.818815
8577	Zm00001d026509	10	147354475	147354799	+	107.17071095324596	2.31825
8580	Zm00001d025822	10	130718241	130719808	+	715.8690027935984	15.0957
8582	Zm00001d026073	10	137727994	137728803	-	0.0001167128482093611	0.0
8594	Zm00001d023899	10	27167731	27171648	+	258.1294591921046	11.1402
8599	Zm00001d025156	10	106849971	106858473	-	0.7167060261395782	1.856135
8622	Zm00001d025581	10	122918233	122920021	+	4.808507760292318	9.519285
8693	Zm00001d026331	10	143632250	143644255	+	48.07007239149906	15.60215
8717	Zm00001d023324	10	3304305	3305143	+	0.20607373811344862	0.0
8723	Zm00001d023558	10	10165236	10166640	-	18.118815184287904	9.41853
8731	Zm00001d023473	10	6837958	6839003	-	0.0003310548079622137	0.0
8741	Zm00001d023793	10	20855685	20856203	-	0.0005966299447530449	0.0
8751	Zm00001d025193	10	108468386	108473191	+	141.76175472910236	22.3072
8776	Zm00001d025161	10	107028161	107030458	+	0.03932290966252496	0.04002445
8810	Zm00001d024585	10	79207117	79207516	-	8.988625498513812e-05	0.0
8841	Zm00001d025996	10	135673222	135674440	+	2.64425457067603	4.601735
8846	Zm00001d026475	10	146663666	146667358	-	27.543671142740028	21.5253
8851	Zm00001d025337	10	114691399	114692437	+	1.278018903801728	0.0
8868	Zm00001d026442	10	145903056	145906518	-	0.769528643367526	0.7239610000000001
8875	Zm00001d026094	10	138304689	138305939	-	20.76253114629106	5.545645
8882	Zm00001d026258	10	142157660	142162299	-	13.67949674829221	14.2254
8884	Zm00001d024273	10	60915072	60917622	+	8.650863328598414	1.054495
8900	Zm00001d024598	10	79908935	79913706	-	0.4520854561807526	0.6712119999999999
8932	Zm00001d025414	10	117933308	117935123	+	2.3532743386763277	1.005085
8945	Zm00001d025586	10	123295277	123297912	+	11.656893224591727	2.28216
8950	Zm00001d025920	10	133768160	133770170	-	9.939419881249744	5.169085
8972	Zm00001d024833	10	90185900	90195212	+	0.051107106552014996	0.110214
8975	Zm00001d025460	10	119207602	119213288	-	2.3857550878523712	8.00817
8985	Zm00001d024527	10	76461960	76464163	+	3.2102330653109346	3.120785
8995	Zm00001d023434	10	5439442	5444101	-	35.61672674434241	30.749499999999998
9034	Zm00001d023611	10	11980826	11982985	-	0.04379160913127957	0.104898
9060	Zm00001d026370	10	144452262	144458167	-	139.18523852300493	29.0834
9064	Zm00001d026134	10	139367585	139369541	+	0.1679509064332313	0.107863
9072	Zm00001d026447	10	145983349	145983982	-	71.39229517883099	5.490635
9087	Zm00001d025352	10	115194756	115195221	+	844.6813653289882	54.402249999999995
9106	Zm00001d024033	10	38570775	38575734	-	8.331432945791101e-05	0.0
9107	Zm00001d023334	10	3612115	3613494	+	0.0016390524764938574	0.0199741
9119	Zm00001d026390	10	144990950	144991196	-	55.622251933309286	0.9729779999999999
9139	Zm00001d023352	10	3992377	3993316	-	0.2866022352788363	0.0
9143	Zm00001d025467	10	119825126	119826659	-	0.1155476645998415	0.0
